Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values,,,
293,11,3,344,,,
294,11,2,343,,,
295,4,4,128,,,
296,10,2,312,,,
297,4,4,128,,,
298,8,2,250,,,
299,3,3,96,,,
300,3,2,95,,,
301,2,4,66,,,
302,2,3,65,,,
303,10,3,313,,,
304,4,4,128,,,
305,2,3,65,,,
306,6,3,189,,,
307,6,4,190,,,
308,2,3,65,,,
309,4,2,126,,,
310,7,4,221,,,
311,10,3,313,,,
312,7,3,220,,,
313,8,3,251,,,
314,4,4,128,,,
315,4,4,128,,,
316,6,4,190,,,
317,5,2,157,,,
318,9,2,281,,,
319,11,4,345,,,
320,4,2,126,,,
321,4,4,128,,,
322,3,3,96,,,
323,6,4,190,,,
324,8,4,252,,,
325,3,2,95,,,
326,10,4,314,,,
327,6,2,188,,,
328,6,2,188,,,
329,4,2,126,,,
330,2,2,64,,,
331,7,2,219,,,
332,7,3,220,,,
333,7,2,219,,,
334,7,4,221,,,
335,10,3,313,,,
336,10,2,312,,,
337,2,4,66,,,
338,5,3,158,,,
339,11,4,345,,,
340,6,3,189,,,
341,6,3,189,,,
342,6,2,188,,,
343,9,3,282,,,
344,9,4,283,,,
345,8,2,250,,,
346,8,4,252,,,
347,7,3,220,,,
348,4,3,127,,,
349,6,3,189,,,
350,2,2,64,,,
351,9,3,282,,,
352,2,3,65,,,
353,10,4,314,,,
354,1,4,35,,,
355,9,4,283,,,
356,1,3,34,,,
357,2,4,66,,,
358,8,3,251,,,
359,2,4,66,,,
360,6,3,189,,,
361,8,2,250,,,
362,9,4,283,,,
363,4,4,128,,,
364,9,4,283,,,
365,9,3,282,,,
366,2,4,66,,,
367,4,2,126,,,
368,11,2,343,,,
369,8,4,252,,,
370,11,3,344,,,
371,6,2,188,,,
372,3,4,97,,,
373,6,2,188,,,
374,7,4,221,,,
375,6,3,189,,,
376,2,3,65,,,
377,5,4,159,,,
378,6,2,188,,,
379,8,2,250,,,
380,4,3,127,,,
381,7,3,220,,,
382,1,3,34,,,
383,9,3,282,,,
384,6,4,190,,,
385,1,3,34,,,
386,11,4,345,,,
387,11,2,343,,,
388,2,4,66,,,
389,4,2,126,,,
390,2,3,65,,,
391,1,4,35,,,
392,6,3,189,,,
393,9,4,283,,,
394,7,2,219,,,
395,7,4,221,,,
396,1,2,33,,,
397,6,4,190,,,
398,1,3,34,,,
399,8,2,250,,,
400,2,3,65,,,
401,1,3,34,,,
402,11,4,345,,,
403,6,3,189,,,
404,7,2,219,,,
405,8,4,252,,,
406,7,2,219,,,
407,8,2,250,,,
408,1,2,33,,,
409,10,3,313,,,
410,7,3,220,,,
411,5,3,158,,,
412,2,3,65,,,
413,6,2,188,,,
414,3,4,97,,,
415,4,3,127,,,
416,1,3,34,,,
417,3,3,96,,,
418,4,3,127,,,
419,8,4,252,,,
420,8,3,251,,,
421,1,4,35,,,
422,6,2,188,,,
423,6,3,189,,,
424,6,4,190,,,
425,2,2,64,,,
426,6,2,188,,,
427,8,4,252,,,
428,9,4,283,,,
429,2,4,66,,,
430,6,3,189,,,
431,4,3,127,,,
432,10,3,313,,,
433,10,4,314,,,
434,8,4,252,,,
435,9,4,283,,,
436,5,3,158,,,
437,4,3,127,,,
438,11,2,343,,,
439,3,3,96,,,
440,11,2,343,,,
441,9,3,282,,,
442,6,4,190,,,
443,7,2,219,,,
444,2,2,64,,,
445,7,2,219,,,
446,7,2,219,,,
447,1,2,33,,,
448,5,4,159,,,
449,4,4,128,,,
450,6,4,190,,,
451,1,3,34,,,
452,9,4,283,,,
453,2,2,64,,,
454,5,4,159,,,
455,4,4,128,,,
456,4,4,128,,,
457,9,2,281,,,
458,6,3,189,,,
459,2,4,66,,,
460,4,3,127,,,
461,9,4,283,,,
462,1,4,35,,,
463,5,3,158,,,
464,5,2,157,,,
465,3,4,97,,,
466,1,2,33,,,
467,2,2,64,,,
468,6,3,189,,,
469,1,4,35,,,
470,7,4,221,,,
471,6,4,190,,,
472,2,3,65,,,
473,6,4,190,,,
474,4,2,126,,,
475,3,4,97,,,
476,7,3,220,,,
477,1,2,33,,,
478,9,2,281,,,
479,3,2,95,,,
480,4,3,127,,,
481,5,3,158,,,
482,5,3,158,,,
483,7,4,221,,,
484,11,3,344,,,
485,2,2,64,,,
486,6,4,190,,,
487,2,3,65,,,
488,10,4,314,,,
489,6,2,188,,,
490,7,4,221,,,
491,5,4,159,,,
492,11,2,343,,,
493,11,2,343,,,
494,3,4,97,,,
495,3,2,95,,,
496,9,3,282,,,
497,3,3,96,,,
498,2,4,66,,,
499,2,2,64,,,
500,3,4,97,,,
501,7,2,219,,,
502,8,4,252,,,
503,10,3,313,,,
504,10,3,313,,,
505,3,3,96,,,
506,8,4,252,,,
507,9,2,281,,,
508,11,3,344,,,
509,10,4,314,,,
510,2,4,66,,,
511,4,4,128,,,
512,6,4,190,,,
513,1,3,34,,,
514,9,3,282,,,
515,11,3,344,,,
516,5,3,158,,,
517,8,4,252,,,
518,8,2,250,,,
519,6,2,188,,,
520,6,3,189,,,
521,4,3,127,,,
522,6,2,188,,,
523,5,4,159,,,
524,5,4,159,,,
525,7,3,220,,,
526,11,3,344,,,
527,10,3,313,,,
528,10,4,314,,,
529,10,4,314,,,
530,6,3,189,,,
531,9,2,281,,,
532,11,3,344,,,
533,9,3,282,,,
534,6,2,188,,,
535,10,2,312,,,
536,8,3,251,,,
537,6,4,190,,,
538,10,2,312,,,
539,8,4,252,,,
540,1,4,35,,,
541,1,2,33,,,
542,4,3,127,,,
543,11,4,345,,,
544,2,3,65,,,
545,5,2,157,,,
546,11,2,343,,,
547,4,3,127,,,
548,3,4,97,,,
549,9,2,281,,,
550,9,3,282,,,
551,2,3,65,,,
552,8,2,250,,,
553,9,3,282,,,
554,10,2,312,,,
555,6,4,190,,,
556,2,3,65,,,
557,7,4,221,,,
558,6,4,190,,,
559,5,3,158,,,
560,7,3,220,,,
561,11,2,343,,,
562,6,2,188,,,
563,4,2,126,,,
564,4,4,128,,,
565,5,2,157,,,
566,1,4,35,,,
567,5,3,158,,,
568,11,4,345,,,
569,1,2,33,,,
570,8,4,252,,,
571,6,3,189,,,
572,10,3,313,,,
573,11,4,345,,,
574,10,4,314,,,
575,6,3,189,,,
576,4,3,127,,,
577,3,3,96,,,
578,6,4,190,,,
579,5,4,159,,,
580,6,4,190,,,
581,6,4,190,,,
582,7,3,220,,,
583,5,3,158,,,
584,11,4,345,,,
585,11,3,344,,,
586,5,3,158,,,
587,5,3,158,,,
588,4,3,127,,,
589,9,3,282,,,
590,9,3,282,,,
591,11,4,345,,,
592,2,3,65,,,
593,7,4,221,,,
594,5,2,157,,,
595,9,2,281,,,
596,4,2,126,,,
597,5,2,157,,,
598,4,3,127,,,
599,5,4,159,,,
600,9,3,282,,,
601,3,3,96,,,
602,3,3,96,,,
603,10,2,312,,,
604,7,2,219,,,
605,6,2,188,,,
606,9,2,281,,,
607,6,3,189,,,
608,6,3,189,,,
609,5,2,157,,,
610,2,4,66,,,
611,9,4,283,,,
612,2,3,65,,,
613,1,3,34,,,
614,5,4,159,,,
615,1,4,35,,,
616,2,3,65,,,
617,7,3,220,,,
618,5,4,159,,,
619,8,3,251,,,
620,1,3,34,,,
621,6,2,188,,,
622,7,4,221,,,
623,10,4,314,,,
624,6,3,189,,,
625,6,4,190,,,
626,11,4,345,,,
627,10,3,313,,,
628,3,3,96,,,
629,7,3,220,,,
630,1,4,35,,,
631,5,4,159,,,
632,6,2,188,,,
633,10,2,312,,,
634,5,3,158,,,
635,6,3,189,,,
636,7,2,219,,,
637,8,4,252,,,
638,6,4,190,,,
639,8,4,252,,,
640,6,2,188,,,
641,7,2,219,,,
642,6,4,190,,,
643,6,4,190,,,
644,9,3,282,,,
645,2,4,66,,,
646,1,4,35,,,
647,11,2,343,,,
648,8,3,251,,,
649,3,2,95,,,
650,7,4,221,,,
651,5,4,159,,,
652,7,2,219,,,
653,2,4,66,,,
654,1,2,33,,,
655,5,2,157,,,
656,9,2,281,,,
657,3,4,97,,,
658,2,3,65,,,
659,2,3,65,,,
660,8,3,251,,,
661,10,3,313,,,
662,7,3,220,,,
663,5,2,157,,,
664,3,4,97,,,
665,7,2,219,,,
666,3,4,97,,,
667,4,3,127,,,
668,10,2,312,,,
669,9,3,282,,,
670,7,4,221,,,
671,6,4,190,,,
672,9,3,282,,,
673,10,2,312,,,
674,7,3,220,,,
675,6,4,190,,,
676,6,3,189,,,
677,6,2,188,,,
678,11,4,345,,,
679,4,2,126,,,
680,8,4,252,,,
681,10,4,314,,,
682,10,3,313,,,
683,9,4,283,,,
684,3,4,97,,,
685,5,3,158,,,
686,8,4,252,,,
687,7,3,220,,,
688,3,2,95,,,
689,1,2,33,,,
690,4,4,128,,,
691,3,3,96,,,
692,11,4,345,,,
693,10,4,314,,,
694,1,3,34,,,
695,1,3,34,,,
696,5,2,157,,,
697,8,3,251,,,
698,11,3,344,,,
699,3,3,96,,,
700,3,3,96,,,
701,11,2,343,,,
702,6,2,188,,,
703,7,2,219,,,
704,8,2,250,,,
705,11,3,344,,,
706,10,2,312,,,
707,5,4,159,,,
708,4,2,126,,,
709,9,2,281,,,
710,6,3,189,,,
711,3,3,96,,,
712,2,3,65,,,
713,3,2,95,,,
714,1,4,35,,,
715,6,3,189,,,
716,5,2,157,,,
717,4,4,128,,,
718,2,2,64,,,
719,2,2,64,,,
720,3,2,95,,,
721,6,3,189,,,
722,11,3,344,,,
723,2,4,66,,,
724,9,4,283,,,
725,8,2,250,,,
726,8,4,252,,,
727,2,2,64,,,
728,5,4,159,,,
729,1,3,34,,,
730,5,3,158,,,
731,5,3,158,,,
732,6,4,190,,,
733,10,3,313,,,
734,11,3,344,,,
735,2,2,64,,,
736,8,2,250,,,
737,7,4,221,,,
738,11,3,344,,,
739,3,3,96,,,
740,2,3,65,,,
741,4,2,126,,,
742,10,3,313,,,
743,2,3,65,,,
744,10,2,312,,,
745,10,4,314,,,
746,7,3,220,,,
747,7,3,220,,,
748,5,4,159,,,
749,3,2,95,,,
750,4,3,127,,,
751,5,4,159,,,
752,6,3,189,,,
753,10,2,312,,,
754,9,4,283,,,
755,7,3,220,,,
756,4,2,126,,,
757,9,2,281,,,
758,1,2,33,,,
759,5,3,158,,,
760,10,4,314,,,
761,4,4,128,,,
762,3,4,97,,,
763,6,2,188,,,
764,3,3,96,,,
765,2,3,65,,,
766,6,3,189,,,
767,6,3,189,,,
768,9,4,283,,,
769,11,4,345,,,
770,1,4,35,,,
771,2,2,64,,,
772,6,2,188,,,
773,6,4,190,,,
774,10,2,312,,,
775,9,2,281,,,
776,7,3,220,,,
777,6,2,188,,,
778,11,3,344,,,
779,11,4,345,,,
780,8,2,250,,,
781,10,3,313,,,
782,10,4,314,,,
783,7,4,221,,,
784,5,2,157,,,
785,6,3,189,,,
786,3,4,97,,,
787,4,4,128,,,
788,6,3,189,,,
789,2,3,65,,,
790,8,3,251,,,
791,4,4,128,,,
792,3,4,97,,,
793,11,2,343,,,
794,9,3,282,,,
795,6,4,190,,,
796,7,3,220,,,
797,10,2,312,,,
798,1,4,35,,,
799,6,2,188,,,
800,1,2,33,,,
801,4,2,126,,,
802,6,2,188,,,
803,3,4,97,,,
804,4,2,126,,,
805,8,3,251,,,
806,10,4,314,,,
807,3,3,96,,,
808,9,3,282,,,
809,7,3,220,,,
810,8,4,252,,,
811,8,3,251,,,
812,7,4,221,,,
813,1,2,33,,,
814,11,3,344,,,
815,3,3,96,,,
816,7,3,220,,,
817,7,2,219,,,
818,3,3,96,,,
819,11,2,343,,,
820,4,2,126,,,
821,4,2,126,,,
822,3,4,97,,,
823,7,4,221,,,
824,4,3,127,,,
825,6,2,188,,,
826,5,2,157,,,
827,6,3,189,,,
828,10,4,314,,,
829,8,2,250,,,
830,9,2,281,,,
831,3,3,96,,,
832,5,4,159,,,
833,11,3,344,,,
834,2,2,64,,,
835,5,2,157,,,
836,1,3,34,,,
837,6,3,189,,,
838,6,3,189,,,
839,5,2,157,,,
840,10,3,313,,,
841,11,2,343,,,
842,10,2,312,,,
843,9,3,282,,,
844,4,2,126,,,
845,11,4,345,,,
846,10,3,313,,,
847,5,4,159,,,
848,2,4,66,,,
849,10,4,314,,,
850,10,4,314,,,
851,2,4,66,,,
852,6,2,188,,,
853,5,2,157,,,
854,5,2,157,,,
855,3,2,95,,,
856,9,3,282,,,
857,6,3,189,,,
858,6,2,188,,,
859,1,2,33,,,
860,8,2,250,,,
861,3,3,96,,,
862,6,2,188,,,
863,5,3,158,,,
864,11,2,343,,,
865,5,4,159,,,
866,11,2,343,,,
867,5,3,158,,,
868,11,3,344,,,
869,2,4,66,,,
870,8,3,251,,,
871,3,3,96,,,
872,7,2,219,,,
873,3,2,95,,,
874,2,2,64,,,
875,10,3,313,,,
876,7,4,221,,,
877,2,2,64,,,
878,2,3,65,,,
879,10,4,314,,,
880,11,4,345,,,
881,6,3,189,,,
882,7,2,219,,,
883,4,2,126,,,
884,8,3,251,,,
885,3,3,96,,,
886,4,3,127,,,
887,5,3,158,,,
888,5,3,158,,,
889,6,4,190,,,
890,2,3,65,,,
891,2,4,66,,,
892,5,2,157,,,
893,4,4,128,,,
894,11,4,345,,,
895,4,4,128,,,
896,10,4,314,,,
897,11,2,343,,,
898,3,2,95,,,
899,1,2,33,,,
900,6,2,188,,,
901,11,2,343,,,
902,1,4,35,,,
903,5,2,157,,,
904,11,2,343,,,
905,9,2,281,,,
906,9,4,283,,,
907,7,4,221,,,
908,10,3,313,,,
909,6,3,189,,,
910,10,3,313,,,
911,7,3,220,,,
912,6,3,189,,,
913,6,2,188,,,
914,10,4,314,,,
915,11,4,345,,,
916,8,4,252,,,
917,9,3,282,,,
918,10,4,314,,,
919,6,4,190,,,
920,4,3,127,,,
921,5,3,158,,,
922,10,3,313,,,
923,11,2,343,,,
924,11,2,343,,,
925,3,3,96,,,
926,1,2,33,,,
927,10,3,313,,,
928,3,4,97,,,
929,1,3,34,,,
930,10,3,313,,,
931,8,2,250,,,
932,3,2,95,,,
933,6,4,190,,,
934,2,2,64,,,
935,4,2,126,,,
936,6,3,189,,,
937,5,4,159,,,
938,5,3,158,,,
939,6,2,188,,,
940,5,2,157,,,
941,8,2,250,,,
942,7,2,219,,,
943,11,2,343,,,
944,2,4,66,,,
945,2,4,66,,,
946,11,4,345,,,
947,5,3,158,,,
948,2,2,64,,,
949,10,4,314,,,
950,7,4,221,,,
951,7,4,221,,,
952,6,2,188,,,
953,2,3,65,,,
954,3,3,96,,,
955,6,4,190,,,
956,8,4,252,,,
957,11,2,343,,,
958,5,4,159,,,
959,4,2,126,,,
960,9,3,282,,,
961,4,2,126,,,
962,3,3,96,,,
963,4,2,126,,,
964,7,4,221,,,
965,11,4,345,,,
966,7,2,219,,,
967,7,2,219,,,
968,8,3,251,,,
969,10,2,312,,,
970,1,3,34,,,
971,1,4,35,,,
972,3,3,96,,,
973,5,4,159,,,
974,1,3,34,,,
975,7,3,220,,,
976,7,2,219,,,
977,4,3,127,,,
978,7,2,219,,,
979,4,3,127,,,
980,10,4,314,,,
981,4,2,126,,,
982,7,3,220,,,
983,6,3,189,,,
984,7,2,219,,,
985,11,4,345,,,
986,10,2,312,,,
987,3,4,97,,,
988,6,2,188,,,
989,6,2,188,,,
990,6,2,188,,,
991,5,2,157,,,
992,4,3,127,,,
993,6,4,190,,,
994,3,2,95,,,
995,8,4,252,,,
996,7,2,219,,,
997,10,2,312,,,
998,9,2,281,,,
999,11,2,343,,,
Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values,,,
0,6,2,188,,,
1,10,3,313,,,
2,3,3,96,,,
3,6,1,187,,,
4,6,1,187,,,
5,2,2,64,,,
6,10,1,311,,,
7,6,2,188,,,
8,2,2,64,,,
9,6,2,188,,,
10,3,1,94,,,
11,2,1,63,,,
12,6,1,187,,,
13,7,1,218,,,
14,11,3,344,,,
15,5,1,156,,,
16,6,3,189,,,
17,5,1,156,,,
18,8,2,250,,,
19,1,2,33,,,
20,7,3,220,,,
21,7,3,220,,,
22,3,1,94,,,
23,8,3,251,,,
24,6,2,188,,,
25,1,1,32,,,
26,6,2,188,,,
27,1,1,32,,,
28,2,3,65,,,
29,6,3,189,,,
30,11,3,344,,,
31,7,1,218,,,
32,1,2,33,,,
33,8,1,249,,,
34,7,1,218,,,
35,6,2,188,,,
36,7,2,219,,,
37,2,1,63,,,
38,2,2,64,,,
39,3,1,94,,,
40,1,1,32,,,
41,11,1,342,,,
42,6,2,188,,,
43,5,1,156,,,
44,11,2,343,,,
45,6,1,187,,,
46,7,3,220,,,
47,6,2,188,,,
48,10,2,312,,,
49,10,1,311,,,
50,7,3,220,,,
51,1,3,34,,,
52,3,2,95,,,
53,7,2,219,,,
54,11,2,343,,,
55,8,3,251,,,
56,1,2,33,,,
57,9,1,280,,,
58,1,2,33,,,
59,6,3,189,,,
60,6,2,188,,,
61,5,2,157,,,
62,10,2,312,,,
63,5,2,157,,,
64,6,3,189,,,
65,6,1,187,,,
66,4,3,127,,,
67,6,2,188,,,
68,1,2,33,,,
69,8,2,250,,,
70,9,3,282,,,
71,6,1,187,,,
72,1,3,34,,,
73,5,3,158,,,
74,6,2,188,,,
75,1,1,32,,,
76,11,2,343,,,
77,5,1,156,,,
78,6,3,189,,,
79,2,1,63,,,
80,1,2,33,,,
81,7,3,220,,,
82,6,1,187,,,
83,10,1,311,,,
84,3,2,95,,,
85,5,1,156,,,
86,6,3,189,,,
87,10,2,312,,,
88,2,3,65,,,
89,9,1,280,,,
90,3,2,95,,,
91,3,1,94,,,
92,10,3,313,,,
93,9,3,282,,,
94,2,1,63,,,
95,9,2,281,,,
96,4,2,126,,,
97,1,1,32,,,
98,5,2,157,,,
99,3,3,96,,,
100,5,3,158,,,
101,7,1,218,,,
102,11,3,344,,,
103,9,3,282,,,
104,9,1,280,,,
105,1,1,32,,,
106,9,2,281,,,
107,11,3,344,,,
108,2,1,63,,,
109,4,1,125,,,
110,3,1,94,,,
111,1,3,34,,,
112,11,2,343,,,
113,6,2,188,,,
114,1,2,33,,,
115,2,1,63,,,
116,11,3,344,,,
117,8,1,249,,,
118,10,2,312,,,
119,2,2,64,,,
120,6,3,189,,,
121,3,3,96,,,
122,5,2,157,,,
123,2,1,63,,,
124,4,1,125,,,
125,8,1,249,,,
126,4,1,125,,,
127,5,1,156,,,
128,1,3,34,,,
129,5,1,156,,,
130,11,3,344,,,
131,7,2,219,,,
132,9,2,281,,,
133,3,1,94,,,
134,7,1,218,,,
135,8,2,250,,,
136,9,1,280,,,
137,10,3,313,,,
138,5,1,156,,,
139,10,1,311,,,
140,2,2,64,,,
141,10,1,311,,,
142,10,2,312,,,
143,6,2,188,,,
144,3,1,94,,,
145,2,2,64,,,
146,10,2,312,,,
147,6,2,188,,,
148,7,2,219,,,
149,5,2,157,,,
150,4,3,127,,,
151,9,2,281,,,
152,2,2,64,,,
153,4,1,125,,,
154,5,3,158,,,
155,9,3,282,,,
156,1,3,34,,,
157,8,3,251,,,
158,10,2,312,,,
159,6,2,188,,,
160,10,3,313,,,
161,6,1,187,,,
162,2,1,63,,,
163,8,2,250,,,
164,4,2,126,,,
165,3,1,94,,,
166,8,3,251,,,
167,9,1,280,,,
168,5,1,156,,,
169,3,3,96,,,
170,6,3,189,,,
171,6,3,189,,,
172,11,3,344,,,
173,2,1,63,,,
174,6,1,187,,,
175,9,3,282,,,
176,6,3,189,,,
177,11,1,342,,,
178,6,2,188,,,
179,5,1,156,,,
180,6,3,189,,,
181,11,1,342,,,
182,8,2,250,,,
183,11,3,344,,,
184,8,3,251,,,
185,6,1,187,,,
186,7,2,219,,,
187,2,2,64,,,
188,5,1,156,,,
189,8,2,250,,,
190,5,1,156,,,
191,5,2,157,,,
192,5,2,157,,,
193,10,2,312,,,
194,7,1,218,,,
195,3,3,96,,,
196,6,2,188,,,
197,10,3,313,,,
198,2,3,65,,,
199,3,3,96,,,
200,5,3,158,,,
201,4,3,127,,,
202,2,2,64,,,
203,1,1,32,,,
204,6,3,189,,,
205,8,2,250,,,
206,1,3,34,,,
207,3,2,95,,,
208,3,1,94,,,
209,11,2,343,,,
210,1,3,34,,,
211,1,1,32,,,
212,7,3,220,,,
213,10,2,312,,,
214,6,2,188,,,
215,2,2,64,,,
216,10,1,311,,,
217,6,3,189,,,
218,2,3,65,,,
219,2,3,65,,,
220,6,3,189,,,
221,7,3,220,,,
222,3,2,95,,,
223,5,1,156,,,
224,5,3,158,,,
225,7,2,219,,,
226,8,1,249,,,
227,6,3,189,,,
228,11,3,344,,,
229,5,3,158,,,
230,11,2,343,,,
231,8,3,251,,,
232,3,1,94,,,
233,2,3,65,,,
234,4,3,127,,,
235,2,3,65,,,
236,6,1,187,,,
237,10,3,313,,,
238,2,2,64,,,
239,4,1,125,,,
240,3,1,94,,,
241,8,1,249,,,
242,7,1,218,,,
243,4,1,125,,,
244,10,1,311,,,
245,7,1,218,,,
246,1,2,33,,,
247,11,3,344,,,
248,6,2,188,,,
249,8,1,249,,,
250,1,3,34,,,
251,3,1,94,,,
252,1,3,34,,,
253,1,3,34,,,
254,6,2,188,,,
255,4,2,126,,,
256,4,3,127,,,
257,11,1,342,,,
258,3,3,96,,,
259,3,3,96,,,
260,4,1,125,,,
261,6,3,189,,,
262,9,2,281,,,
263,11,2,343,,,
264,6,3,189,,,
265,11,1,342,,,
266,1,1,32,,,
267,1,3,34,,,
268,9,1,280,,,
269,8,2,250,,,
270,2,3,65,,,
271,5,1,156,,,
272,11,2,343,,,
273,6,2,188,,,
274,1,2,33,,,
275,10,1,311,,,
276,2,3,65,,,
277,3,2,95,,,
278,11,3,344,,,
279,6,3,189,,,
280,8,3,251,,,
281,6,1,187,,,
282,8,1,249,,,
283,6,2,188,,,
284,5,3,158,,,
285,11,2,343,,,
286,9,3,282,,,
287,10,2,312,,,
288,1,1,32,,,
289,8,1,249,,,
290,4,1,125,,,
291,1,1,32,,,
292,11,1,342,,,
293,11,2,343,,,
294,5,3,158,,,
295,7,2,219,,,
296,4,1,125,,,
297,6,3,189,,,
298,2,1,63,,,
299,8,1,249,,,
300,10,3,313,,,
301,11,2,343,,,
302,11,3,344,,,
303,2,3,65,,,
304,6,2,188,,,
305,8,1,249,,,
306,4,2,126,,,
307,3,2,95,,,
308,10,2,312,,,
309,2,2,64,,,
310,2,2,64,,,
311,11,2,343,,,
312,10,1,311,,,
313,8,2,250,,,
314,11,2,343,,,
315,7,1,218,,,
316,8,1,249,,,
317,10,1,311,,,
318,7,1,218,,,
319,9,2,281,,,
320,10,1,311,,,
321,6,2,188,,,
322,1,2,33,,,
323,2,1,63,,,
324,6,1,187,,,
325,3,2,95,,,
326,3,2,95,,,
327,1,3,34,,,
328,10,3,313,,,
329,6,2,188,,,
330,7,2,219,,,
331,2,1,63,,,
332,9,2,281,,,
333,1,2,33,,,
334,1,3,34,,,
335,6,1,187,,,
336,7,1,218,,,
337,6,2,188,,,
338,11,2,343,,,
339,4,1,125,,,
340,11,3,344,,,
341,3,3,96,,,
342,3,1,94,,,
343,8,1,249,,,
344,6,3,189,,,
345,4,1,125,,,
346,8,3,251,,,
347,1,2,33,,,
348,8,3,251,,,
349,11,3,344,,,
350,11,2,343,,,
351,10,2,312,,,
352,7,3,220,,,
353,4,3,127,,,
354,5,1,156,,,
355,3,1,94,,,
356,9,2,281,,,
357,3,2,95,,,
358,8,1,249,,,
359,5,2,157,,,
360,3,1,94,,,
361,3,1,94,,,
362,10,1,311,,,
363,10,3,313,,,
364,10,3,313,,,
365,7,3,220,,,
366,3,2,95,,,
367,1,2,33,,,
368,10,1,311,,,
369,3,1,94,,,
370,2,1,63,,,
371,10,2,312,,,
372,5,1,156,,,
373,3,1,94,,,
374,5,3,158,,,
375,7,2,219,,,
376,9,3,282,,,
377,8,1,249,,,
378,2,3,65,,,
379,1,3,34,,,
380,1,1,32,,,
381,4,1,125,,,
382,2,1,63,,,
383,9,1,280,,,
384,6,3,189,,,
385,3,1,94,,,
386,5,2,157,,,
387,4,1,125,,,
388,4,2,126,,,
389,3,1,94,,,
390,11,2,343,,,
391,8,3,251,,,
392,8,1,249,,,
393,6,2,188,,,
394,11,2,343,,,
395,6,3,189,,,
396,8,2,250,,,
397,10,2,312,,,
398,11,1,342,,,
399,7,1,218,,,
400,11,3,344,,,
401,8,1,249,,,
402,9,1,280,,,
403,5,2,157,,,
404,6,3,189,,,
405,4,1,125,,,
406,1,2,33,,,
407,6,1,187,,,
408,4,1,125,,,
409,5,1,156,,,
410,3,3,96,,,
411,8,2,250,,,
412,5,3,158,,,
413,6,1,187,,,
414,6,3,189,,,
415,8,1,249,,,
416,9,2,281,,,
417,9,1,280,,,
418,8,1,249,,,
419,6,1,187,,,
420,2,1,63,,,
421,7,3,220,,,
422,1,3,34,,,
423,3,3,96,,,
424,10,1,311,,,
425,5,2,157,,,
426,6,2,188,,,
427,1,3,34,,,
428,4,2,126,,,
429,7,2,219,,,
430,7,3,220,,,
431,6,1,187,,,
432,1,3,34,,,
433,6,3,189,,,
434,5,3,158,,,
435,3,3,96,,,
436,4,1,125,,,
437,9,3,282,,,
438,11,3,344,,,
439,4,3,127,,,
440,4,3,127,,,
441,10,1,311,,,
442,2,2,64,,,
443,3,1,94,,,
444,9,2,281,,,
445,10,2,312,,,
446,8,2,250,,,
447,8,1,249,,,
448,11,3,344,,,
449,11,3,344,,,
450,6,3,189,,,
451,1,1,32,,,
452,3,2,95,,,
453,10,2,312,,,
454,7,2,219,,,
455,11,3,344,,,
456,4,1,125,,,
457,3,1,94,,,
458,9,2,281,,,
459,8,2,250,,,
460,4,3,127,,,
461,3,2,95,,,
462,5,1,156,,,
463,11,3,344,,,
464,8,3,251,,,
465,3,1,94,,,
466,8,2,250,,,
467,3,1,94,,,
468,9,2,281,,,
469,6,2,188,,,
470,9,2,281,,,
471,1,1,32,,,
472,10,3,313,,,
473,10,2,312,,,
474,9,3,282,,,
475,7,1,218,,,
476,6,2,188,,,
477,7,2,219,,,
478,9,1,280,,,
479,11,3,344,,,
480,4,3,127,,,
481,9,1,280,,,
482,3,1,94,,,
483,7,1,218,,,
484,6,2,188,,,
485,2,3,65,,,
486,1,2,33,,,
487,4,3,127,,,
488,2,3,65,,,
489,6,3,189,,,
490,6,1,187,,,
491,11,2,343,,,
492,4,3,127,,,
493,7,1,218,,,
494,6,1,187,,,
495,11,1,342,,,
496,8,1,249,,,
497,4,1,125,,,
498,11,2,343,,,
499,2,2,64,,,
500,8,2,250,,,
501,7,2,219,,,
502,9,2,281,,,
503,9,3,282,,,
504,10,2,312,,,
505,1,1,32,,,
506,7,3,220,,,
507,3,1,94,,,
508,2,3,65,,,
509,4,3,127,,,
510,8,1,249,,,
511,4,3,127,,,
512,8,1,249,,,
513,6,2,188,,,
514,1,1,32,,,
515,8,2,250,,,
516,8,1,249,,,
517,10,1,311,,,
518,1,2,33,,,
519,1,3,34,,,
520,3,2,95,,,
521,1,2,33,,,
522,10,1,311,,,
523,8,3,251,,,
524,10,3,313,,,
525,10,2,312,,,
526,5,3,158,,,
527,2,3,65,,,
528,7,2,219,,,
529,6,3,189,,,
530,8,1,249,,,
531,7,2,219,,,
532,3,3,96,,,
533,6,1,187,,,
534,9,1,280,,,
535,11,3,344,,,
536,3,1,94,,,
537,6,3,189,,,
538,5,2,157,,,
539,10,3,313,,,
540,4,1,125,,,
541,6,3,189,,,
542,11,3,344,,,
543,9,3,282,,,
544,9,2,281,,,
545,6,3,189,,,
546,1,2,33,,,
547,5,2,157,,,
548,2,3,65,,,
549,7,1,218,,,
550,1,3,34,,,
551,1,1,32,,,
552,7,1,218,,,
553,7,1,218,,,
554,7,2,219,,,
555,9,3,282,,,
556,8,3,251,,,
557,6,1,187,,,
558,2,2,64,,,
